"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_DME_TASKS_MENU_OBJ_MARK","Mark the target","Mark the target","Mark the target","Markiere das Ziel","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target",
"STR_DME_TASKS_MENU_OBJ_RETURN","Return to the trader","Return to the trader","Return to the trader","Kehre zum Händler zurück","Return to the trader","Return to the trader","Return to the trader","Return to the trader","Return to the trader","Return to the trader","Return to the trader","Return to the trader","Return to the trader","Return to the trader",
"STR_DME_TASKS_MENU_OBJ_RETURN_ALIVE","Return to the trader alive","Return to the trader alive","Return to the trader alive","Kehre lebend zum Händler zurück","Return to the trader alive","Return to the trader alive","Return to the trader alive","Return to the trader alive","Return to the trader alive","Return to the trader alive","Return to the trader alive","Return to the trader alive","Return to the trader alive","Return to the trader alive",
"STR_DME_TASKS_MENU_OBJ_SIGNAL","Send the signal","Send the signal","Send the signal","Setze das Signal ab","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal",
"STR_DME_TASKS_MENU_OBJ_STASH","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2","Verstecke %1 x %2","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2","Stash %1 x %2",
"STR_DME_TASKS_MENU_OBJ_SUFFIX_HITZONE"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1"," | Trefferzone: %1"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1"," | hit zone: %1",
"STR_DME_TASKS_MENU_OBJ_SUFFIX_MAX_DIST"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m"," | max. %1 m",
"STR_DME_TASKS_MENU_OBJ_SUFFIX_MIN_DIST"," | from %1 m"," | from %1 m"," | from %1 m"," | ab %1 m"," | from %1 m"," | from %1 m"," | from %1 m"," | from %1 m"," | from %1 m"," | from %1 m"," | from %1 m"," | from %1 m"," | from %1 m"," | from %1 m",
"STR_DME_TASKS_MENU_OBJ_SUFFIX_SUPPRESSOR"," | with suppressor"," | with suppressor"," | with suppressor"," | mit Schalldämpfer"," | with suppressor"," | with suppressor"," | with suppressor"," | with suppressor"," | with suppressor"," | with suppressor"," | with suppressor"," | with suppressor"," | with suppressor"," | with suppressor",
"STR_DME_TASKS_MENU_OBJ_SUFFIX_TIME"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00"," | %1-%2 Uhr"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00"," | %1:00-%2:00",
"STR_DME_TASKS_MENU_OBJ_SURVIVE","Survive %1","Survive %1","Survive %1","Überlebe %1","Survive %1","Survive %1","Survive %1","Survive %1","Survive %1","Survive %1","Survive %1","Survive %1","Survive %1","Survive %1",
"STR_DME_TASKS_MENU_OBJ_TO_ZONE"," to %1"," to %1"," to %1"," nach %1"," to %1"," to %1"," to %1"," to %1"," to %1"," to %1"," to %1"," to %1"," to %1"," to %1",
"STR_DME_TASKS_MENU_OBJ_TRAVEL","Reach the target area","Reach the target area","Reach the target area","Erreiche das Zielgebiet","Reach the target area","Reach the target area","Reach the target area","Reach the target area","Reach the target area","Reach the target area","Reach the target area","Reach the target area","Reach the target area","Reach the target area",
"STR_DME_TASKS_MENU_OBJ_TRAVEL_ZONE","Reach the area %1","Reach the area %1","Reach the area %1","Erreiche das Gebiet %1","Reach the area %1","Reach the area %1","Reach the area %1","Reach the area %1","Reach the area %1","Reach the area %1","Reach the area %1","Reach the area %1","Reach the area %1","Reach the area %1",
"STR_DME_TASKS_MENU_OBJ_USE_ITEM","Use %1","Use %1","Use %1","Benutze %1","Use %1","Use %1","Use %1","Use %1","Use %1","Use %1","Use %1","Use %1","Use %1","Use %1",
"STR_DME_TASKS_MENU_PENALTY_DEATH","! Death results in failure","! Death results in failure","! Death results in failure","! Tod führt zum Fehlschlag","! Death results in failure","! Death results in failure","! Death results in failure","! Death results in failure","! Death results in failure","! Death results in failure","! Death results in failure","! Death results in failure","! Death results in failure","! Death results in failure",
"STR_DME_TASKS_MENU_PENALTY_FACTION","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure","! Fraktionswechsel führt zum Fehlschlag","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure","! Changing faction results in failure",
"STR_DME_TASKS_MENU_PENALTY_TIMELIMIT","! Time limit: %1","! Time limit: %1","! Time limit: %1","! Zeitlimit: %1","! Time limit: %1","! Time limit: %1","! Time limit: %1","! Time limit: %1","! Time limit: %1","! Time limit: %1","! Time limit: %1","! Time limit: %1","! Time limit: %1","! Time limit: %1",
"STR_DME_TASKS_MENU_REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | WIEDERHOLBAR"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE"," | REPEATABLE",
"STR_DME_TASKS_MENU_REWARD_CHOICE_HINT","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","HINWEIS: Entscheidungs-Belohnungen ersetzen die Basis-Belohnung (Button ENTSCHEIDUNG).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).","NOTE: Decision rewards replace the base reward (DECISION button).",
"STR_DME_TASKS_MENU_REWARD_CURRENCY","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB","+ %1 RUB",
"STR_DME_TASKS_MENU_REWARD_ITEM","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2","+ %1 x %2",
"STR_DME_TASKS_MENU_REWARD_REPUTATION","%1 reputation","%1 reputation","%1 reputation","%1 Reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation",
"STR_DME_TASKS_MENU_REWARD_RIVAL_REP","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 Reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation","%1: %2 reputation",
"STR_DME_TASKS_MENU_REWARD_SEASON_XP","+ %1 season XP","+ %1 season XP","+ %1 season XP","+ %1 Season-XP","+ %1 season XP","+ %1 season XP","+ %1 season XP","+ %1 season XP","+ %1 season XP","+ %1 season XP","+ %1 season XP","+ %1 season XP","+ %1 season XP","+ %1 season XP",
"STR_DME_TASKS_MENU_REWARD_SKILLPOINTS","+ %1 skill points","+ %1 skill points","+ %1 skill points","+ %1 Skillpunkte","+ %1 skill points","+ %1 skill points","+ %1 skill points","+ %1 skill points","+ %1 skill points","+ %1 skill points","+ %1 skill points","+ %1 skill points","+ %1 skill points","+ %1 skill points",
"STR_DME_TASKS_MENU_REWARD_XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP","+ %1 XP",
"STR_DME_TASKS_MENU_SECTION_BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING","BRIEFING",
"STR_DME_TASKS_MENU_SECTION_OBJECTIVES","OBJECTIVES","OBJECTIVES","OBJECTIVES","ZIELE","OBJECTIVES","OBJECTIVES","OBJECTIVES","OBJECTIVES","OBJECTIVES","OBJECTIVES","OBJECTIVES","OBJECTIVES","OBJECTIVES","OBJECTIVES",
"STR_DME_TASKS_MENU_SECTION_PENALTIES","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE","STRAFEN BEI FEHLSCHLAG","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE","PENALTIES ON FAILURE",
"STR_DME_TASKS_MENU_SECTION_REWARDS","REWARDS","REWARDS","REWARDS","BELOHNUNGEN","REWARDS","REWARDS","REWARDS","REWARDS","REWARDS","REWARDS","REWARDS","REWARDS","REWARDS","REWARDS",
"STR_DME_TASKS_MENU_SHOW_HIDDEN_OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","ABGESCHL./GESPERRTE: AUS","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF","COMPLETED/LOCKED: OFF",
"STR_DME_TASKS_MENU_SHOW_HIDDEN_ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","ABGESCHL./GESPERRTE: AN","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON","COMPLETED/LOCKED: ON",
"STR_DME_TASKS_MENU_SYNCING","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONISIERE ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...","SYNCHRONIZING ...",
"STR_DME_TASKS_MENU_TAB_BUY","BUY","BUY","BUY","KAUFEN","BUY","BUY","BUY","BUY","BUY","BUY","BUY","BUY","BUY","BUY",
"STR_DME_TASKS_MENU_TAB_SELL","SELL","SELL","SELL","VERKAUFEN","SELL","SELL","SELL","SELL","SELL","SELL","SELL","SELL","SELL","SELL",
"STR_DME_TASKS_MENU_TAB_SERVICES","SERVICES","SERVICES","SERVICES","DIENSTE","SERVICES","SERVICES","SERVICES","SERVICES","SERVICES","SERVICES","SERVICES","SERVICES","SERVICES","SERVICES",
"STR_DME_TASKS_MENU_TAB_TASKS","TASKS","TASKS","TASKS","AUFGABEN","TASKS","TASKS","TASKS","TASKS","TASKS","TASKS","TASKS","TASKS","TASKS","TASKS",
"STR_DME_TASKS_MENU_TARGET_ANIMALS","Animals","Animals","Animals","Tiere","Animals","Animals","Animals","Animals","Animals","Animals","Animals","Animals","Animals","Animals",
"STR_DME_TASKS_MENU_TARGET_BANDITS","Bandits (AI)","Bandits (AI)","Bandits (AI)","Banditen (KI)","Bandits (AI)","Bandits (AI)","Bandits (AI)","Bandits (AI)","Bandits (AI)","Bandits (AI)","Bandits (AI)","Bandits (AI)","Bandits (AI)","Bandits (AI)",
"STR_DME_TASKS_MENU_TARGET_DEFAULT","the target","the target","the target","dem Ziel","the target","the target","the target","the target","the target","the target","the target","the target","the target","the target",
"STR_DME_TASKS_MENU_TARGET_ENEMY","enemies","enemies","enemies","Gegner","enemies","enemies","enemies","enemies","enemies","enemies","enemies","enemies","enemies","enemies",
"STR_DME_TASKS_MENU_TARGET_INFECTED","Infected","Infected","Infected","Infizierte","Infected","Infected","Infected","Infected","Infected","Infected","Infected","Infected","Infected","Infected",
"STR_DME_TASKS_MENU_TARGET_ITEM","the designated item","the designated item","the designated item","das vorgesehene Item","the designated item","the designated item","the designated item","the designated item","the designated item","the designated item","the designated item","the designated item","the designated item","the designated item",
"STR_DME_TASKS_MENU_TARGET_PLAYERS","Players","Players","Players","Spieler","Players","Players","Players","Players","Players","Players","Players","Players","Players","Players",
"STR_DME_TASKS_MENU_TASK_COUNT","%1 TASKS","%1 TASKS","%1 TASKS","%1 AUFGABEN","%1 TASKS","%1 TASKS","%1 TASKS","%1 TASKS","%1 TASKS","%1 TASKS","%1 TASKS","%1 TASKS","%1 TASKS","%1 TASKS",
"STR_DME_TASKS_MENU_TOGGLE","[TOGGLE]","[TOGGLE]","[TOGGLE]","[UMSCHALTEN]","[TOGGLE]","[TOGGLE]","[TOGGLE]","[TOGGLE]","[TOGGLE]","[TOGGLE]","[TOGGLE]","[TOGGLE]","[TOGGLE]","[TOGGLE]",
"STR_DME_TASKS_NOTIF_ABANDONED","Quest abandoned","Quest abandoned","Quest abandoned","Quest abgebrochen","Quest abandoned","Quest abandoned","Quest abandoned","Quest abandoned","Quest abandoned","Quest abandoned","Quest abandoned","Quest abandoned","Quest abandoned","Quest abandoned",
"STR_DME_TASKS_NOTIF_ACCEPTED","Quest accepted","Quest accepted","Quest accepted","Quest angenommen","Quest accepted","Quest accepted","Quest accepted","Quest accepted","Quest accepted","Quest accepted","Quest accepted","Quest accepted","Quest accepted","Quest accepted",
"STR_DME_TASKS_NOTIF_ALL_OBJECTIVES_DONE","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","Alle Ziele erfüllt — Quest beim Händler abgeben","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader","All objectives completed — turn in the quest at the trader",
"STR_DME_TASKS_NOTIF_ALREADY_ACTIVE","Quest is already active","Quest is already active","Quest is already active","Quest ist bereits aktiv","Quest is already active","Quest is already active","Quest is already active","Quest is already active","Quest is already active","Quest is already active","Quest is already active","Quest is already active","Quest is already active","Quest is already active",
"STR_DME_TASKS_NOTIF_CHOICE_ALREADY_MADE","Decision has already been made","Decision has already been made","Decision has already been made","Entscheidung wurde bereits getroffen","Decision has already been made","Decision has already been made","Decision has already been made","Decision has already been made","Decision has already been made","Decision has already been made","Decision has already been made","Decision has already been made","Decision has already been made","Decision has already been made",
"STR_DME_TASKS_NOTIF_CHOICE_MADE","Decision made: %1","Decision made: %1","Decision made: %1","Entscheidung getroffen: %1","Decision made: %1","Decision made: %1","Decision made: %1","Decision made: %1","Decision made: %1","Decision made: %1","Decision made: %1","Decision made: %1","Decision made: %1","Decision made: %1",
"STR_DME_TASKS_NOTIF_CHOICE_UNAVAILABLE","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible","Entscheidung derzeit nicht möglich","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible","Decision is currently not possible",
"STR_DME_TASKS_NOTIF_COMPLETED","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received","Quest abgeschlossen — Belohnung erhalten","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received","Quest completed — reward received",
"STR_DME_TASKS_NOTIF_EXPIRED","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed","Zeitlimit abgelaufen — Quest fehlgeschlagen","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed","Time limit expired — quest failed",
"STR_DME_TASKS_NOTIF_EXTRACT_ABORTED","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraktion abgebrochen — Extraktionszone verlassen","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone","Extraction aborted — left the extraction zone",
"STR_DME_TASKS_NOTIF_EXTRACT_RUNNING","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraktion läuft (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)","Extraction in progress (%1 s)",
"STR_DME_TASKS_NOTIF_EXTRACT_SUCCESS","Extraction successful","Extraction successful","Extraction successful","Extraktion erfolgreich","Extraction successful","Extraction successful","Extraction successful","Extraction successful","Extraction successful","Extraction successful","Extraction successful","Extraction successful","Extraction successful","Extraction successful",
"STR_DME_TASKS_NOTIF_FACTION_CHANGE_WARNING","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Fraktionswechsel zu %1 — Fraktionsquests schlagen fehl","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail","Faction changed to %1 — faction quests will fail",
"STR_DME_TASKS_NOTIF_FAILED","Quest failed","Quest failed","Quest failed","Quest fehlgeschlagen","Quest failed","Quest failed","Quest failed","Quest failed","Quest failed","Quest failed","Quest failed","Quest failed","Quest failed","Quest failed",
"STR_DME_TASKS_NOTIF_FAILED_REASON","Quest failed: %1","Quest failed: %1","Quest failed: %1","Quest fehlgeschlagen: %1","Quest failed: %1","Quest failed: %1","Quest failed: %1","Quest failed: %1","Quest failed: %1","Quest failed: %1","Quest failed: %1","Quest failed: %1","Quest failed: %1","Quest failed: %1",
"STR_DME_TASKS_NOTIF_HANDOVER_RESULT","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Abgegeben: %1 — Benötigt: %2 — Verbleibend: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3","Handed over: %1 — Required: %2 — Remaining: %3",
"STR_DME_TASKS_NOTIF_NOTHING_TO_HANDOVER","Nothing to hand over","Nothing to hand over","Nothing to hand over","Nichts abzugeben","Nothing to hand over","Nothing to hand over","Nothing to hand over","Nothing to hand over","Nothing to hand over","Nothing to hand over","Nothing to hand over","Nothing to hand over","Nothing to hand over","Nothing to hand over",
"STR_DME_TASKS_NOTIF_NOT_ACTIVE","Quest is not active","Quest is not active","Quest is not active","Quest ist nicht aktiv","Quest is not active","Quest is not active","Quest is not active","Quest is not active","Quest is not active","Quest is not active","Quest is not active","Quest is not active","Quest is not active","Quest is not active",
"STR_DME_TASKS_NOTIF_NOT_AT_HANDOVER_LOCATION","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location","Du bist nicht am Abgabeort","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location","You are not at the hand-over location",
"STR_DME_TASKS_NOTIF_NOT_READY","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest ist noch nicht bereit zur Abgabe","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet","Quest is not ready to turn in yet",
"STR_DME_TASKS_NOTIF_NO_MATCHING_ITEMS","No matching items in inventory","No matching items in inventory","No matching items in inventory","Keine passenden Gegenstände im Inventar","No matching items in inventory","No matching items in inventory","No matching items in inventory","No matching items in inventory","No matching items in inventory","No matching items in inventory","No matching items in inventory","No matching items in inventory","No matching items in inventory","No matching items in inventory",
"STR_DME_TASKS_NOTIF_OBJECTIVES_INCOMPLETE","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet","Noch nicht alle Ziele erfüllt","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet","Not all objectives completed yet",
"STR_DME_TASKS_NOTIF_PARTIAL_NOT_ALLOWED","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Teilabgabe nicht erlaubt — benötigt: %1, vorhanden: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2","Partial hand-over not allowed — required: %1, available: %2",
"STR_DME_TASKS_NOTIF_READY_TURNIN","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Bereit zur Abgabe — Belohnung kann abgeholt werden","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed","Ready to turn in — reward can be claimed",
"STR_DME_TASKS_NOTIF_REASON_COMBAT_LOGOUT","Combat logout","Combat logout","Combat logout","Combat-Logout","Combat logout","Combat logout","Combat logout","Combat logout","Combat logout","Combat logout","Combat logout","Combat logout","Combat logout","Combat logout",
"STR_DME_TASKS_NOTIF_REASON_DIED","You died","You died","You died","Du bist gestorben","You died","You died","You died","You died","You died","You died","You died","You died","You died","You died",
"STR_DME_TASKS_NOTIF_REASON_EXPEDITION_DEATH","Died during expedition","Died during expedition","Died during expedition","Tod in Expedition","Died during expedition","Died during expedition","Died during expedition","Died during expedition","Died during expedition","Died during expedition","Died during expedition","Died during expedition","Died during expedition","Died during expedition",
"STR_DME_TASKS_NOTIF_REASON_FACTION_CHANGED","Faction changed","Faction changed","Faction changed","Fraktion gewechselt","Faction changed","Faction changed","Faction changed","Faction changed","Faction changed","Faction changed","Faction changed","Faction changed","Faction changed","Faction changed",
"STR_DME_TASKS_NOTIF_REASON_REPLACED","Replaced by a new task","Replaced by a new task","Replaced by a new task","Durch neuen Auftrag ersetzt","Replaced by a new task","Replaced by a new task","Replaced by a new task","Replaced by a new task","Replaced by a new task","Replaced by a new task","Replaced by a new task","Replaced by a new task","Replaced by a new task","Replaced by a new task",
"STR_DME_TASKS_NOTIF_REPLACE_UNAVAILABLE","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible","Ersetzen derzeit nicht möglich","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible","Replacing is currently not possible",
"STR_DME_TASKS_NOTIF_REWARD_FAILED","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Belohnung konnte nicht ausgezahlt werden — bitte erneut versuchen","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again","Reward could not be paid out — please try again",
"STR_DME_TASKS_NOTIF_REWARD_ITEMS","+%1 items","+%1 items","+%1 items","+%1 Gegenstände","+%1 items","+%1 items","+%1 items","+%1 items","+%1 items","+%1 items","+%1 items","+%1 items","+%1 items","+%1 items",
"STR_DME_TASKS_NOTIF_REWARD_RECEIVED","Reward received","Reward received","Reward received","Belohnung erhalten","Reward received","Reward received","Reward received","Reward received","Reward received","Reward received","Reward received","Reward received","Reward received","Reward received",
"STR_DME_TASKS_NOTIF_REWARD_REPUTATION","%1 reputation","%1 reputation","%1 reputation","%1 Reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation","%1 reputation",
"STR_DME_TASKS_NOTIF_REWARD_RUBLES","+%1 rubles","+%1 rubles","+%1 rubles","+%1 Rubel","+%1 rubles","+%1 rubles","+%1 rubles","+%1 rubles","+%1 rubles","+%1 rubles","+%1 rubles","+%1 rubles","+%1 rubles","+%1 rubles",
"STR_DME_TASKS_NOTIF_REWARD_SEASON_XP","+%1 season XP","+%1 season XP","+%1 season XP","+%1 Season-XP","+%1 season XP","+%1 season XP","+%1 season XP","+%1 season XP","+%1 season XP","+%1 season XP","+%1 season XP","+%1 season XP","+%1 season XP","+%1 season XP",
"STR_DME_TASKS_NOTIF_REWARD_SKILLPOINTS","+%1 skill points","+%1 skill points","+%1 skill points","+%1 Skillpunkte","+%1 skill points","+%1 skill points","+%1 skill points","+%1 skill points","+%1 skill points","+%1 skill points","+%1 skill points","+%1 skill points","+%1 skill points","+%1 skill points",
"STR_DME_TASKS_NOTIF_REWARD_XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP","+%1 XP",
